ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.TrabajadorListaVuelos	trabajadorlistavuelos	1588721043584	 	3.3.1
REQUEST	824		ListMyFlights	1588721095152	1588721095153	OK	 
REQUEST	1325		AirlineLogged Redirect 1	1588721095153	1588721095155	OK	 
REQUEST	824		ListMyFlights Redirect 1	1588721095153	1588721095155	OK	 
REQUEST	2526		Home	1588721095152	1588721095156	OK	 
REQUEST	825		ListMyFlights	1588721095162	1588721095163	OK	 
REQUEST	825		ListMyFlights Redirect 1	1588721095163	1588721095164	OK	 
USER	TrabajadorListaVuelos	325	END	1588721051148	1588721095173
USER	TrabajadorListaVuelos	2527	START	1588721095173	1588721095173
REQUEST	1326		AirlineLogged	1588721095173	1588721095174	OK	 
REQUEST	2076		Login	1588721095173	1588721095175	OK	 
REQUEST	1326		AirlineLogged Redirect 1	1588721095174	1588721095175	OK	 
REQUEST	2527		Home	1588721095173	1588721095176	OK	 
USER	TrabajadorListaVuelos	326	END	1588721051162	1588721095194
USER	TrabajadorListaVuelos	2528	START	1588721095194	1588721095194
REQUEST	2077		Login	1588721095194	1588721095195	OK	 
REQUEST	1327		AirlineLogged	1588721095194	1588721095195	OK	 
REQUEST	826		ListMyFlights	1588721095194	1588721095195	OK	 
REQUEST	1327		AirlineLogged Redirect 1	1588721095195	1588721095196	OK	 
REQUEST	2528		Home	1588721095194	1588721095197	OK	 
REQUEST	826		ListMyFlights Redirect 1	1588721095195	1588721095197	OK	 
REQUEST	1328		AirlineLogged	1588721095204	1588721095205	OK	 
REQUEST	1328		AirlineLogged Redirect 1	1588721095205	1588721095206	OK	 
USER	TrabajadorListaVuelos	327	END	1588721051183	1588721095215
USER	TrabajadorListaVuelos	2529	START	1588721095215	1588721095215
REQUEST	2078		Login	1588721095215	1588721095216	OK	 
REQUEST	827		ListMyFlights	1588721095215	1588721095216	OK	 
REQUEST	827		ListMyFlights Redirect 1	1588721095216	1588721095218	OK	 
REQUEST	2529		Home	1588721095215	1588721095218	OK	 
USER	TrabajadorListaVuelos	328	END	1588721051204	1588721095237
USER	TrabajadorListaVuelos	2530	START	1588721095237	1588721095237
REQUEST	2079		Login	1588721095237	1588721095238	OK	 
REQUEST	828		ListMyFlights	1588721095237	1588721095238	OK	 
REQUEST	1329		AirlineLogged	1588721095237	1588721095238	OK	 
REQUEST	1329		AirlineLogged Redirect 1	1588721095238	1588721095240	OK	 
REQUEST	828		ListMyFlights Redirect 1	1588721095238	1588721095240	OK	 
REQUEST	2530		Home	1588721095237	1588721095240	OK	 
USER	TrabajadorListaVuelos	329	END	1588721051224	1588721095252
USER	TrabajadorListaVuelos	2531	START	1588721095252	1588721095252
REQUEST	829		ListMyFlights	1588721095252	1588721095253	OK	 
REQUEST	1330		AirlineLogged	1588721095252	1588721095253	OK	 
REQUEST	2080		Login	1588721095252	1588721095254	OK	 
REQUEST	829		ListMyFlights Redirect 1	1588721095253	1588721095254	OK	 
REQUEST	1330		AirlineLogged Redirect 1	1588721095253	1588721095254	OK	 
REQUEST	2531		Home	1588721095252	1588721095255	OK	 
USER	TrabajadorListaVuelos	330	END	1588721051246	1588721095263
REQUEST	830		ListMyFlights	1588721095263	1588721095264	OK	 
REQUEST	830		ListMyFlights Redirect 1	1588721095264	1588721095265	OK	 
USER	TrabajadorListaVuelos	2532	START	1588721095274	1588721095274
REQUEST	2081		Login	1588721095274	1588721095275	OK	 
REQUEST	1331		AirlineLogged	1588721095274	1588721095275	OK	 
REQUEST	1331		AirlineLogged Redirect 1	1588721095275	1588721095276	OK	 
REQUEST	2532		Home	1588721095274	1588721095277	OK	 
REQUEST	2082		Login	1588721095285	1588721095285	OK	 
USER	TrabajadorListaVuelos	2533	START	1588721095296	1588721095296
REQUEST	1332		AirlineLogged	1588721095296	1588721095297	OK	 
REQUEST	831		ListMyFlights	1588721095296	1588721095297	OK	 
REQUEST	1332		AirlineLogged Redirect 1	1588721095297	1588721095298	OK	 
REQUEST	2533		Home	1588721095296	1588721095298	OK	 
REQUEST	831		ListMyFlights Redirect 1	1588721095297	1588721095299	OK	 
USER	TrabajadorListaVuelos	331	END	1588721051267	1588721095307
REQUEST	1333		AirlineLogged	1588721095307	1588721095308	OK	 
REQUEST	1333		AirlineLogged Redirect 1	1588721095308	1588721095309	OK	 
USER	TrabajadorListaVuelos	332	END	1588721051282	1588721095318
USER	TrabajadorListaVuelos	2534	START	1588721095318	1588721095318
REQUEST	2083		Login	1588721095318	1588721095319	OK	 
REQUEST	832		ListMyFlights	1588721095318	1588721095319	OK	 
REQUEST	832		ListMyFlights Redirect 1	1588721095319	1588721095320	OK	 
REQUEST	2534		Home	1588721095318	1588721095321	OK	 
REQUEST	1334		AirlineLogged	1588721095322	1588721095322	OK	 
REQUEST	1334		AirlineLogged Redirect 1	1588721095323	1588721095324	OK	 
USER	TrabajadorListaVuelos	333	END	1588721051303	1588721095332
USER	TrabajadorListaVuelos	2535	START	1588721095332	1588721095332
REQUEST	2084		Login	1588721095332	1588721095333	OK	 
REQUEST	833		ListMyFlights	1588721095332	1588721095333	OK	 
REQUEST	833		ListMyFlights Redirect 1	1588721095333	1588721095335	OK	 
REQUEST	2535		Home	1588721095332	1588721095335	OK	 
USER	TrabajadorListaVuelos	334	END	1588721051325	1588721095343
REQUEST	834		ListMyFlights	1588721095343	1588721095344	OK	 
REQUEST	834		ListMyFlights Redirect 1	1588721095344	1588721095344	OK	 
USER	TrabajadorListaVuelos	2536	START	1588721095353	1588721095353
REQUEST	2085		Login	1588721095353	1588721095354	OK	 
REQUEST	1335		AirlineLogged	1588721095353	1588721095354	OK	 
REQUEST	1335		AirlineLogged Redirect 1	1588721095354	1588721095355	OK	 
REQUEST	2536		Home	1588721095353	1588721095356	OK	 
REQUEST	2086		Login	1588721095363	1588721095364	OK	 
REQUEST	1336		AirlineLogged	1588721095363	1588721095365	OK	 
REQUEST	1336		AirlineLogged Redirect 1	1588721095365	1588721095366	OK	 
USER	TrabajadorListaVuelos	2537	START	1588721095374	1588721095374
REQUEST	835		ListMyFlights	1588721095374	1588721095375	OK	 
REQUEST	835		ListMyFlights Redirect 1	1588721095375	1588721095376	OK	 
REQUEST	2537		Home	1588721095374	1588721095376	OK	 
USER	TrabajadorListaVuelos	335	END	1588721051346	1588721095385
REQUEST	1337		AirlineLogged	1588721095385	1588721095386	OK	 
REQUEST	1337		AirlineLogged Redirect 1	1588721095386	1588721095387	OK	 
USER	TrabajadorListaVuelos	2538	START	1588721095396	1588721095396
REQUEST	2087		Login	1588721095396	1588721095397	OK	 
REQUEST	836		ListMyFlights	1588721095396	1588721095397	OK	 
REQUEST	836		ListMyFlights Redirect 1	1588721095397	1588721095398	OK	 
REQUEST	2538		Home	1588721095396	1588721095399	OK	 
USER	TrabajadorListaVuelos	336	END	1588721051367	1588721095407
USER	TrabajadorListaVuelos	337	END	1588721051382	1588721095418
USER	TrabajadorListaVuelos	2539	START	1588721095418	1588721095418
REQUEST	2088		Login	1588721095418	1588721095419	OK	 
REQUEST	1338		AirlineLogged	1588721095418	1588721095419	OK	 
REQUEST	837		ListMyFlights	1588721095418	1588721095419	OK	 
REQUEST	1338		AirlineLogged Redirect 1	1588721095419	1588721095420	OK	 
REQUEST	837		ListMyFlights Redirect 1	1588721095419	1588721095420	OK	 
REQUEST	2539		Home	1588721095418	1588721095421	OK	 
REQUEST	1339		AirlineLogged	1588721095422	1588721095423	OK	 
REQUEST	1339		AirlineLogged Redirect 1	1588721095423	1588721095423	OK	 
USER	TrabajadorListaVuelos	338	END	1588721051402	1588721095432
USER	TrabajadorListaVuelos	2540	START	1588721095432	1588721095432
REQUEST	2089		Login	1588721095432	1588721095433	OK	 
REQUEST	838		ListMyFlights	1588721095432	1588721095433	OK	 
REQUEST	838		ListMyFlights Redirect 1	1588721095433	1588721095434	OK	 
REQUEST	2540		Home	1588721095432	1588721095435	OK	 
REQUEST	2090		Login	1588721095442	1588721095443	OK	 
USER	TrabajadorListaVuelos	339	END	1588721051422	1588721095453
USER	TrabajadorListaVuelos	2541	START	1588721095453	1588721095453
REQUEST	1340		AirlineLogged	1588721095453	1588721095455	OK	 
REQUEST	839		ListMyFlights	1588721095453	1588721095455	OK	 
REQUEST	1340		AirlineLogged Redirect 1	1588721095455	1588721095456	OK	 
REQUEST	839		ListMyFlights Redirect 1	1588721095455	1588721095456	OK	 
REQUEST	2541		Home	1588721095454	1588721095457	OK	 
USER	TrabajadorListaVuelos	340	END	1588721051444	1588721095464
REQUEST	1341		AirlineLogged	1588721095464	1588721095465	OK	 
REQUEST	840		ListMyFlights	1588721095464	1588721095465	OK	 
REQUEST	1341		AirlineLogged Redirect 1	1588721095465	1588721095466	OK	 
REQUEST	840		ListMyFlights Redirect 1	1588721095465	1588721095466	OK	 
USER	TrabajadorListaVuelos	2542	START	1588721095475	1588721095475
REQUEST	2091		Login	1588721095475	1588721095476	OK	 
REQUEST	2542		Home	1588721095475	1588721095477	OK	 
USER	TrabajadorListaVuelos	341	END	1588721051464	1588721095496
USER	TrabajadorListaVuelos	2543	START	1588721095496	1588721095496
REQUEST	2092		Login	1588721095496	1588721095497	OK	 
REQUEST	841		ListMyFlights	1588721095496	1588721095497	OK	 
REQUEST	1342		AirlineLogged	1588721095496	1588721095497	OK	 
REQUEST	841		ListMyFlights Redirect 1	1588721095497	1588721095498	OK	 
REQUEST	1342		AirlineLogged Redirect 1	1588721095497	1588721095498	OK	 
REQUEST	2543		Home	1588721095496	1588721095499	OK	 
REQUEST	1343		AirlineLogged	1588721095506	1588721095507	OK	 
REQUEST	1343		AirlineLogged Redirect 1	1588721095507	1588721095508	OK	 
USER	TrabajadorListaVuelos	342	END	1588721051486	1588721095518
USER	TrabajadorListaVuelos	2544	START	1588721095517	1588721095517
REQUEST	2093		Login	1588721095517	1588721095518	OK	 
REQUEST	842		ListMyFlights	1588721095517	1588721095519	OK	 
REQUEST	842		ListMyFlights Redirect 1	1588721095519	1588721095520	OK	 
REQUEST	2544		Home	1588721095518	1588721095520	OK	 
USER	TrabajadorListaVuelos	343	END	1588721051507	1588721095532
USER	TrabajadorListaVuelos	2545	START	1588721095532	1588721095532
REQUEST	2094		Login	1588721095532	1588721095533	OK	 
REQUEST	1344		AirlineLogged	1588721095532	1588721095533	OK	 
REQUEST	843		ListMyFlights	1588721095532	1588721095534	OK	 
REQUEST	1344		AirlineLogged Redirect 1	1588721095533	1588721095534	OK	 
REQUEST	2545		Home	1588721095532	1588721095535	OK	 
REQUEST	843		ListMyFlights Redirect 1	1588721095534	1588721095535	OK	 
REQUEST	1345		AirlineLogged	1588721095542	1588721095543	OK	 
REQUEST	1345		AirlineLogged Redirect 1	1588721095543	1588721095544	OK	 
USER	TrabajadorListaVuelos	344	END	1588721051522	1588721095552
USER	TrabajadorListaVuelos	2546	START	1588721095552	1588721095552
REQUEST	2095		Login	1588721095552	1588721095553	OK	 
REQUEST	844		ListMyFlights	1588721095552	1588721095553	OK	 
REQUEST	844		ListMyFlights Redirect 1	1588721095553	1588721095554	OK	 
REQUEST	2546		Home	1588721095552	1588721095555	OK	 
REQUEST	1346		AirlineLogged	1588721095563	1588721095564	OK	 
REQUEST	1346		AirlineLogged Redirect 1	1588721095564	1588721095564	OK	 
USER	TrabajadorListaVuelos	345	END	1588721051542	1588721095573
USER	TrabajadorListaVuelos	2547	START	1588721095573	1588721095573
REQUEST	845		ListMyFlights	1588721095573	1588721095574	OK	 
REQUEST	845		ListMyFlights Redirect 1	1588721095574	1588721095575	OK	 
REQUEST	2547		Home	1588721095573	1588721095576	OK	 
REQUEST	2096		Login	1588721095583	1588721095584	OK	 
REQUEST	1347		AirlineLogged	1588721095583	1588721095584	OK	 
REQUEST	1347		AirlineLogged Redirect 1	1588721095584	1588721095585	OK	 
USER	TrabajadorListaVuelos	346	END	1588721051563	1588721095594
USER	TrabajadorListaVuelos	2548	START	1588721095594	1588721095594
REQUEST	2097		Login	1588721095594	1588721095595	OK	 
REQUEST	846		ListMyFlights	1588721095594	1588721095595	OK	 
REQUEST	1348		AirlineLogged	1588721095594	1588721095595	OK	 
REQUEST	846		ListMyFlights Redirect 1	1588721095595	1588721095596	OK	 
REQUEST	1348		AirlineLogged Redirect 1	1588721095595	1588721095596	OK	 
REQUEST	2548		Home	1588721095594	1588721095597	OK	 
REQUEST	2098		Login	1588721095604	1588721095605	OK	 
USER	TrabajadorListaVuelos	347	END	1588721051584	1588721095614
USER	TrabajadorListaVuelos	2549	START	1588721095614	1588721095614
REQUEST	847		ListMyFlights	1588721095614	1588721095616	OK	 
REQUEST	847		ListMyFlights Redirect 1	1588721095616	1588721095617	OK	 
REQUEST	2549		Home	1588721095615	1588721095617	OK	 
USER	TrabajadorListaVuelos	348	END	1588721051604	1588721095635
USER	TrabajadorListaVuelos	2550	START	1588721095635	1588721095635
REQUEST	2099		Login	1588721095635	1588721095636	OK	 
REQUEST	848		ListMyFlights	1588721095635	1588721095637	OK	 
REQUEST	1349		AirlineLogged	1588721095635	1588721095637	OK	 
REQUEST	848		ListMyFlights Redirect 1	1588721095637	1588721095638	OK	 
REQUEST	1349		AirlineLogged Redirect 1	1588721095637	1588721095638	OK	 
REQUEST	2550		Home	1588721095636	1588721095639	OK	 
USER	TrabajadorListaVuelos	349	END	1588721051625	1588721095657
USER	TrabajadorListaVuelos	2551	START	1588721095657	1588721095657
REQUEST	2100		Login	1588721095657	1588721095658	OK	 
REQUEST	849		ListMyFlights	1588721095657	1588721095658	OK	 
REQUEST	1350		AirlineLogged	1588721095657	1588721095658	OK	 
REQUEST	1350		AirlineLogged Redirect 1	1588721095658	1588721095660	OK	 
REQUEST	2551		Home	1588721095658	1588721095660	OK	 
REQUEST	849		ListMyFlights Redirect 1	1588721095658	1588721095661	OK	 
REQUEST	1351		AirlineLogged	1588721095662	1588721095663	OK	 
REQUEST	1351		AirlineLogged Redirect 1	1588721095663	1588721095664	OK	 
USER	TrabajadorListaVuelos	350	END	1588721051647	1588721095672
USER	TrabajadorListaVuelos	2552	START	1588721095672	1588721095672
REQUEST	2101		Login	1588721095672	1588721095673	OK	 
REQUEST	850		ListMyFlights	1588721095672	1588721095673	OK	 
REQUEST	850		ListMyFlights Redirect 1	1588721095673	1588721095675	OK	 
REQUEST	2552		Home	1588721095672	1588721095675	OK	 
USER	TrabajadorListaVuelos	351	END	1588721051663	1588721095683
USER	TrabajadorListaVuelos	2553	START	1588721095683	1588721095683
REQUEST	852		ListMyFlights	1588721095683	1588721095684	OK	 
REQUEST	1352		AirlineLogged	1588721095683	1588721095684	OK	 
REQUEST	851		ListMyFlights	1588721095683	1588721095685	OK	 
REQUEST	1352		AirlineLogged Redirect 1	1588721095684	1588721095686	OK	 
REQUEST	852		ListMyFlights Redirect 1	1588721095684	1588721095686	OK	 
REQUEST	2553		Home	1588721095683	1588721095686	OK	 
REQUEST	851		ListMyFlights Redirect 1	1588721095685	1588721095687	OK	 
REQUEST	2102		Login	1588721095694	1588721095695	OK	 
USER	TrabajadorListaVuelos	2554	START	1588721095705	1588721095705
REQUEST	2103		Login	1588721095705	1588721095706	OK	 
REQUEST	2554		Home	1588721095705	1588721095707	OK	 
USER	TrabajadorListaVuelos	352	END	1588721051684	1588721095716
USER	TrabajadorListaVuelos	2555	START	1588721095727	1588721095727
REQUEST	853		ListMyFlights	1588721095727	1588721095728	OK	 
REQUEST	853		ListMyFlights Redirect 1	1588721095728	1588721095729	OK	 
REQUEST	1353		AirlineLogged	1588721095727	1588721095729	OK	 
REQUEST	2555		Home	1588721095727	1588721095730	OK	 
REQUEST	1353		AirlineLogged Redirect 1	1588721095729	1588721095731	OK	 
USER	TrabajadorListaVuelos	353	END	1588721051705	1588721095732
REQUEST	2104		Login	1588721095732	1588721095733	OK	 
USER	TrabajadorListaVuelos	2556	START	1588721095742	1588721095742
REQUEST	1354		AirlineLogged	1588721095742	1588721095743	OK	 
REQUEST	854		ListMyFlights	1588721095742	1588721095743	OK	 
REQUEST	1354		AirlineLogged Redirect 1	1588721095743	1588721095744	OK	 
REQUEST	854		ListMyFlights Redirect 1	1588721095743	1588721095744	OK	 
REQUEST	2556		Home	1588721095742	1588721095745	OK	 
USER	TrabajadorListaVuelos	354	END	1588721051726	1588721095752
REQUEST	2105		Login	1588721095752	1588721095753	OK	 
REQUEST	1355		AirlineLogged	1588721095752	1588721095754	OK	 
REQUEST	1355		AirlineLogged Redirect 1	1588721095755	1588721095756	OK	 
USER	TrabajadorListaVuelos	2557	START	1588721095763	1588721095763
REQUEST	855		ListMyFlights	1588721095763	1588721095764	OK	 
REQUEST	855		ListMyFlights Redirect 1	1588721095764	1588721095765	OK	 
REQUEST	2557		Home	1588721095763	1588721095766	OK	 
USER	TrabajadorListaVuelos	355	END	1588721051742	1588721095774
REQUEST	2106		Login	1588721095774	1588721095775	OK	 
REQUEST	1356		AirlineLogged	1588721095774	1588721095775	OK	 
REQUEST	1356		AirlineLogged Redirect 1	1588721095775	1588721095776	OK	 
USER	TrabajadorListaVuelos	2558	START	1588721095785	1588721095785
REQUEST	2107		Login	1588721095785	1588721095786	OK	 
REQUEST	857		ListMyFlights	1588721095785	1588721095786	OK	 
REQUEST	857		ListMyFlights Redirect 1	1588721095786	1588721095787	OK	 
REQUEST	856		ListMyFlights	1588721095785	1588721095787	OK	 
REQUEST	2558		Home	1588721095785	1588721095788	OK	 
REQUEST	856		ListMyFlights Redirect 1	1588721095787	1588721095789	OK	 
USER	TrabajadorListaVuelos	356	END	1588721051762	1588721095796
USER	TrabajadorListaVuelos	357	END	1588721051783	1588721095796
USER	TrabajadorListaVuelos	2559	START	1588721095807	1588721095807
REQUEST	1357		AirlineLogged	1588721095807	1588721095808	OK	 
REQUEST	1358		AirlineLogged	1588721095807	1588721095809	OK	 
REQUEST	1357		AirlineLogged Redirect 1	1588721095808	1588721095810	OK	 
REQUEST	1358		AirlineLogged Redirect 1	1588721095809	1588721095810	OK	 
REQUEST	2559		Home	1588721095807	1588721095810	OK	 
REQUEST	2108		Login	1588721095812	1588721095813	OK	 
REQUEST	858		ListMyFlights	1588721095812	1588721095813	OK	 
REQUEST	858		ListMyFlights Redirect 1	1588721095813	1588721095814	OK	 
USER	TrabajadorListaVuelos	2560	START	1588721095823	1588721095823
REQUEST	2560		Home	1588721095823	1588721095825	OK	 
USER	TrabajadorListaVuelos	358	END	1588721051804	1588721095834
REQUEST	2109		Login	1588721095834	1588721095835	OK	 
USER	TrabajadorListaVuelos	2561	START	1588721095845	1588721095845
REQUEST	1359		AirlineLogged	1588721095845	1588721095846	OK	 
REQUEST	859		ListMyFlights	1588721095845	1588721095846	OK	 
REQUEST	859		ListMyFlights Redirect 1	1588721095846	1588721095847	OK	 
REQUEST	1359		AirlineLogged Redirect 1	1588721095846	1588721095847	OK	 
REQUEST	2561		Home	1588721095845	1588721095848	OK	 
USER	TrabajadorListaVuelos	359	END	1588721051825	1588721095856
REQUEST	2110		Login	1588721095856	1588721095857	OK	 
USER	TrabajadorListaVuelos	2562	START	1588721095867	1588721095867
REQUEST	860		ListMyFlights	1588721095867	1588721095868	OK	 
REQUEST	1360		AirlineLogged	1588721095867	1588721095868	OK	 
REQUEST	1360		AirlineLogged Redirect 1	1588721095868	1588721095869	OK	 
REQUEST	860		ListMyFlights Redirect 1	1588721095868	1588721095869	OK	 
REQUEST	2562		Home	1588721095867	1588721095869	OK	 
USER	TrabajadorListaVuelos	360	END	1588721051846	1588721095878
REQUEST	2111		Login	1588721095878	1588721095878	OK	 
REQUEST	1361		AirlineLogged	1588721095878	1588721095879	OK	 
REQUEST	1361		AirlineLogged Redirect 1	1588721095879	1588721095880	OK	 
USER	TrabajadorListaVuelos	2563	START	1588721095882	1588721095882
REQUEST	2112		Login	1588721095882	1588721095882	OK	 
REQUEST	861		ListMyFlights	1588721095882	1588721095883	OK	 
REQUEST	861		ListMyFlights Redirect 1	1588721095883	1588721095884	OK	 
REQUEST	2563		Home	1588721095882	1588721095884	OK	 
USER	TrabajadorListaVuelos	361	END	1588721051868	1588721095893
REQUEST	1362		AirlineLogged	1588721095893	1588721095894	OK	 
REQUEST	862		ListMyFlights	1588721095893	1588721095894	OK	 
REQUEST	862		ListMyFlights Redirect 1	1588721095894	1588721095895	OK	 
REQUEST	1362		AirlineLogged Redirect 1	1588721095894	1588721095895	OK	 
USER	TrabajadorListaVuelos	2564	START	1588721095904	1588721095904
REQUEST	2564		Home	1588721095904	1588721095906	OK	 
USER	TrabajadorListaVuelos	362	END	1588721051882	1588721095915
REQUEST	2113		Login	1588721095915	1588721095915	OK	 
USER	TrabajadorListaVuelos	2565	START	1588721095926	1588721095926
REQUEST	1363		AirlineLogged	1588721095926	1588721095927	OK	 
REQUEST	863		ListMyFlights	1588721095926	1588721095927	OK	 
REQUEST	863		ListMyFlights Redirect 1	1588721095927	1588721095928	OK	 
REQUEST	1363		AirlineLogged Redirect 1	1588721095927	1588721095928	OK	 
