ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	simulations.Plane	plane	1589924592922	 	3.3.1
REQUEST	235		AirlineLogin	1589924611119	1589924611126	OK	 
REQUEST	241		ClientLogin	1589924611119	1589924611126	OK	 
USER	Airlines	236	START	1589924611217	1589924611217
REQUEST	236		AirlineLogin	1589924611219	1589924611228	OK	 
USER	Clients	242	START	1589924611318	1589924611318
USER	Airlines	237	START	1589924611318	1589924611318
REQUEST	237		AirlineLogin	1589924611318	1589924611323	OK	 
REQUEST	242		ClientLogin	1589924611318	1589924611325	OK	 
USER	Airlines	243	START	1589924611418	1589924611418
REQUEST	243		AirlineLogin	1589924611418	1589924611422	OK	 
USER	Clients	253	START	1589924611517	1589924611517
USER	Airlines	244	START	1589924611517	1589924611517
REQUEST	253		ClientLogin	1589924611518	1589924611522	OK	 
REQUEST	244		AirlineLogin	1589924611518	1589924611522	OK	 
USER	Airlines	245	START	1589924611619	1589924611619
REQUEST	245		AirlineLogin	1589924611620	1589924611628	OK	 
USER	Clients	254	START	1589924611719	1589924611719
USER	Airlines	246	START	1589924611719	1589924611719
REQUEST	246		AirlineLogin	1589924611720	1589924611725	OK	 
REQUEST	254		ClientLogin	1589924611720	1589924611726	OK	 
USER	Airlines	247	START	1589924611819	1589924611819
REQUEST	247		AirlineLogin	1589924611820	1589924611828	OK	 
USER	Clients	255	START	1589924611919	1589924611919
USER	Airlines	248	START	1589924611919	1589924611919
REQUEST	248		AirlineLogin	1589924611919	1589924611924	OK	 
REQUEST	255		ClientLogin	1589924611919	1589924611925	OK	 
USER	Airlines	249	START	1589924612019	1589924612019
REQUEST	249		AirlineLogin	1589924612020	1589924612028	OK	 
USER	Airlines	250	START	1589924612120	1589924612120
USER	Clients	256	START	1589924612120	1589924612120
REQUEST	250		AirlineLogin	1589924612120	1589924612125	OK	 
REQUEST	256		ClientLogin	1589924612120	1589924612125	OK	 
USER	Airlines	251	START	1589924612221	1589924612221
REQUEST	251		AirlineLogin	1589924612222	1589924612228	OK	 
USER	Clients	257	START	1589924612321	1589924612321
USER	Airlines	252	START	1589924612321	1589924612321
REQUEST	257		ClientLogin	1589924612322	1589924612327	OK	 
REQUEST	252		AirlineLogin	1589924612322	1589924612327	OK	 
USER	Airlines	258	START	1589924612419	1589924612419
REQUEST	258		AirlineLogin	1589924612420	1589924612429	OK	 
USER	Airlines	259	START	1589924612521	1589924612521
USER	Clients	268	START	1589924612526	1589924612526
REQUEST	259		AirlineLogin	1589924612522	1589924612527	OK	 
REQUEST	268		ClientLogin	1589924612526	1589924612532	OK	 
USER	Airlines	260	START	1589924612622	1589924612622
REQUEST	260		AirlineLogin	1589924612646	1589924612654	OK	 
REQUEST	22		ClientLogged	1589924612669	1589924612682	OK	 
USER	Airlines	261	START	1589924612719	1589924612719
REQUEST	261		AirlineLogin	1589924612720	1589924612727	OK	 
REQUEST	22		ClientLogged Redirect 1	1589924612692	1589924612756	OK	 
USER	Clients	269	START	1589924612730	1589924612730
REQUEST	269		ClientLogin	1589924612770	1589924612785	OK	 
USER	Airlines	262	START	1589924612821	1589924612821
REQUEST	262		AirlineLogin	1589924612843	1589924612847	OK	 
USER	Airlines	263	START	1589924612917	1589924612917
USER	Clients	270	START	1589924612923	1589924612923
REQUEST	263		AirlineLogin	1589924612918	1589924612924	OK	 
REQUEST	270		ClientLogin	1589924612923	1589924612929	OK	 
REQUEST	23		ClientLogged	1589924612913	1589924612930	OK	 
REQUEST	24		ClientLogged	1589924612913	1589924612936	OK	 
REQUEST	23		ClientLogged Redirect 1	1589924612932	1589924612939	OK	 
REQUEST	24		ClientLogged Redirect 1	1589924612936	1589924612941	OK	 
USER	Airlines	264	START	1589924613018	1589924613018
REQUEST	264		AirlineLogin	1589924613019	1589924613023	OK	 
REQUEST	25		ClientLogged	1589924613042	1589924613048	OK	 
REQUEST	25		ClientLogged Redirect 1	1589924613048	1589924613058	OK	 
USER	Airlines	265	START	1589924613121	1589924613121
USER	Clients	271	START	1589924613122	1589924613122
REQUEST	265		AirlineLogin	1589924613122	1589924613130	OK	 
REQUEST	271		ClientLogin	1589924613123	1589924613133	OK	 
REQUEST	26		ClientLogged	1589924613193	1589924613198	OK	 
REQUEST	26		ClientLogged Redirect 1	1589924613199	1589924613204	OK	 
USER	Airlines	266	START	1589924613219	1589924613219
REQUEST	266		AirlineLogin	1589924613220	1589924613228	OK	 
USER	Clients	272	START	1589924613319	1589924613319
USER	Airlines	267	START	1589924613319	1589924613319
REQUEST	272		ClientLogin	1589924613319	1589924613325	OK	 
REQUEST	267		AirlineLogin	1589924613319	1589924613326	OK	 
REQUEST	27		ClientLogged	1589924613379	1589924613388	OK	 
REQUEST	27		ClientLogged Redirect 1	1589924613389	1589924613396	OK	 
USER	Airlines	273	START	1589924613429	1589924613429
REQUEST	273		AirlineLogin	1589924613430	1589924613434	OK	 
USER	Airlines	274	START	1589924613528	1589924613528
USER	Clients	283	START	1589924613528	1589924613528
REQUEST	274		AirlineLogin	1589924613528	1589924613538	OK	 
REQUEST	283		ClientLogin	1589924613530	1589924613538	OK	 
REQUEST	28		ClientLogged	1589924613578	1589924613582	OK	 
REQUEST	28		ClientLogged Redirect 1	1589924613583	1589924613586	OK	 
USER	Airlines	275	START	1589924613631	1589924613631
REQUEST	275		AirlineLogin	1589924613632	1589924613638	OK	 
USER	Airlines	276	START	1589924613727	1589924613727
USER	Clients	284	START	1589924613727	1589924613727
REQUEST	276		AirlineLogin	1589924613728	1589924613736	OK	 
REQUEST	284		ClientLogin	1589924613730	1589924613738	OK	 
REQUEST	29		ClientLogged	1589924613782	1589924613792	OK	 
REQUEST	29		ClientLogged Redirect 1	1589924613793	1589924613799	OK	 
USER	Airlines	277	START	1589924613831	1589924613831
REQUEST	277		AirlineLogin	1589924613832	1589924613836	OK	 
USER	Clients	285	START	1589924613927	1589924613927
USER	Airlines	278	START	1589924613927	1589924613927
REQUEST	285		ClientLogin	1589924613928	1589924613934	OK	 
REQUEST	278		AirlineLogin	1589924613928	1589924613937	OK	 
REQUEST	30		ClientLogged	1589924613981	1589924613985	OK	 
REQUEST	30		ClientLogged Redirect 1	1589924613986	1589924613989	OK	 
USER	Airlines	279	START	1589924614027	1589924614027
REQUEST	279		AirlineLogin	1589924614028	1589924614033	OK	 
USER	Clients	286	START	1589924614132	1589924614132
USER	Airlines	280	START	1589924614132	1589924614132
REQUEST	280		AirlineLogin	1589924614133	1589924614137	OK	 
REQUEST	286		ClientLogin	1589924614133	1589924614139	OK	 
REQUEST	31		ClientLogged	1589924614184	1589924614189	OK	 
REQUEST	31		ClientLogged Redirect 1	1589924614189	1589924614194	OK	 
USER	Airlines	281	START	1589924614231	1589924614231
REQUEST	281		AirlineLogin	1589924614232	1589924614241	OK	 
USER	Airlines	282	START	1589924614327	1589924614327
USER	Clients	287	START	1589924614327	1589924614327
REQUEST	282		AirlineLogin	1589924614328	1589924614333	OK	 
REQUEST	287		ClientLogin	1589924614328	1589924614333	OK	 
REQUEST	32		ClientLogged	1589924614381	1589924614387	OK	 
REQUEST	32		ClientLogged Redirect 1	1589924614387	1589924614392	OK	 
USER	Airlines	288	START	1589924614418	1589924614418
REQUEST	288		AirlineLogin	1589924614419	1589924614423	OK	 
USER	Clients	298	START	1589924614518	1589924614518
USER	Airlines	289	START	1589924614518	1589924614518
REQUEST	289		AirlineLogin	1589924614518	1589924614522	OK	 
REQUEST	298		ClientLogin	1589924614518	1589924614523	OK	 
REQUEST	43		ClientLogged	1589924614540	1589924614546	OK	 
REQUEST	43		ClientLogged Redirect 1	1589924614546	1589924614551	OK	 
USER	Airlines	290	START	1589924614618	1589924614618
REQUEST	290		AirlineLogin	1589924614619	1589924614627	OK	 
USER	Airlines	291	START	1589924614720	1589924614720
USER	Clients	299	START	1589924614720	1589924614720
REQUEST	291		AirlineLogin	1589924614720	1589924614726	OK	 
REQUEST	299		ClientLogin	1589924614720	1589924614727	OK	 
REQUEST	44		ClientLogged	1589924614752	1589924614756	OK	 
REQUEST	44		ClientLogged Redirect 1	1589924614757	1589924614760	OK	 
USER	Airlines	292	START	1589924614821	1589924614821
REQUEST	292		AirlineLogin	1589924614821	1589924614825	OK	 
USER	Airlines	293	START	1589924614922	1589924614922
USER	Clients	300	START	1589924614922	1589924614922
REQUEST	300		ClientLogin	1589924614922	1589924614927	OK	 
REQUEST	293		AirlineLogin	1589924614922	1589924614927	OK	 
REQUEST	45		ClientLogged	1589924614937	1589924614942	OK	 
REQUEST	45		ClientLogged Redirect 1	1589924614943	1589924614947	OK	 
USER	Airlines	294	START	1589924615022	1589924615022
REQUEST	294		AirlineLogin	1589924615022	1589924615028	OK	 
USER	Clients	301	START	1589924615121	1589924615121
USER	Airlines	295	START	1589924615121	1589924615121
REQUEST	301		ClientLogin	1589924615123	1589924615129	OK	 
REQUEST	295		AirlineLogin	1589924615124	1589924615130	OK	 
REQUEST	46		ClientLogged	1589924615151	1589924615156	OK	 
REQUEST	46		ClientLogged Redirect 1	1589924615157	1589924615162	OK	 
USER	Airlines	296	START	1589924615219	1589924615219
REQUEST	296		AirlineLogin	1589924615220	1589924615225	OK	 
USER	Clients	302	START	1589924615319	1589924615319
USER	Airlines	297	START	1589924615319	1589924615319
REQUEST	302		ClientLogin	1589924615319	1589924615324	OK	 
REQUEST	297		AirlineLogin	1589924615319	1589924615327	OK	 
REQUEST	47		ClientLogged	1589924615341	1589924615346	OK	 
REQUEST	47		ClientLogged Redirect 1	1589924615347	1589924615352	OK	 
USER	Airlines	303	START	1589924615418	1589924615418
REQUEST	303		AirlineLogin	1589924615419	1589924615426	OK	 
USER	Airlines	304	START	1589924615520	1589924615520
USER	Clients	313	START	1589924615520	1589924615520
REQUEST	304		AirlineLogin	1589924615520	1589924615525	OK	 
REQUEST	313		ClientLogin	1589924615521	1589924615525	OK	 
REQUEST	58		ClientLogged	1589924615538	1589924615543	OK	 
REQUEST	58		ClientLogged Redirect 1	1589924615543	1589924615547	OK	 
USER	Airlines	305	START	1589924615617	1589924615617
REQUEST	305		AirlineLogin	1589924615618	1589924615622	OK	 
USER	Clients	314	START	1589924615718	1589924615718
USER	Airlines	306	START	1589924615718	1589924615718
REQUEST	314		ClientLogin	1589924615719	1589924615725	OK	 
REQUEST	306		AirlineLogin	1589924615719	1589924615727	OK	 
REQUEST	59		ClientLogged	1589924615756	1589924615765	OK	 
REQUEST	59		ClientLogged Redirect 1	1589924615765	1589924615773	OK	 
USER	Airlines	307	START	1589924615821	1589924615821
REQUEST	307		AirlineLogin	1589924615821	1589924615825	OK	 
USER	Airlines	308	START	1589924615917	1589924615917
USER	Clients	315	START	1589924615919	1589924615919
REQUEST	308		AirlineLogin	1589924615918	1589924615928	OK	 
REQUEST	315		ClientLogin	1589924615920	1589924615929	OK	 
REQUEST	60		ClientLogged	1589924615959	1589924615963	OK	 
REQUEST	60		ClientLogged Redirect 1	1589924615963	1589924615967	OK	 
USER	Airlines	309	START	1589924616018	1589924616018
REQUEST	309		AirlineLogin	1589924616019	1589924616024	OK	 
USER	Clients	316	START	1589924616120	1589924616120
USER	Airlines	310	START	1589924616120	1589924616120
REQUEST	316		ClientLogin	1589924616120	1589924616127	OK	 
REQUEST	310		AirlineLogin	1589924616120	1589924616129	OK	 
REQUEST	61		ClientLogged	1589924616138	1589924616143	OK	 
REQUEST	61		ClientLogged Redirect 1	1589924616144	1589924616148	OK	 
USER	Airlines	311	START	1589924616222	1589924616222
REQUEST	311		AirlineLogin	1589924616223	1589924616226	OK	 
USER	Clients	317	START	1589924616322	1589924616322
USER	Airlines	312	START	1589924616322	1589924616322
REQUEST	312		AirlineLogin	1589924616322	1589924616327	OK	 
REQUEST	317		ClientLogin	1589924616322	1589924616327	OK	 
REQUEST	62		ClientLogged	1589924616338	1589924616342	OK	 
REQUEST	62		ClientLogged Redirect 1	1589924616343	1589924616347	OK	 
USER	Airlines	318	START	1589924616432	1589924616432
REQUEST	318		AirlineLogin	1589924616433	1589924616437	OK	 
USER	Clients	328	START	1589924616521	1589924616521
REQUEST	328		ClientLogin	1589924616522	1589924616525	OK	 
USER	Airlines	319	START	1589924616531	1589924616531
REQUEST	319		AirlineLogin	1589924616532	1589924616535	OK	 
REQUEST	73		ClientLogged	1589924616543	1589924616549	OK	 
REQUEST	73		ClientLogged Redirect 1	1589924616549	1589924616558	OK	 
USER	Airlines	320	START	1589924616632	1589924616632
REQUEST	320		AirlineLogin	1589924616634	1589924616642	OK	 
USER	Clients	329	START	1589924616718	1589924616718
REQUEST	329		ClientLogin	1589924616719	1589924616728	OK	 
USER	Airlines	321	START	1589924616732	1589924616732
REQUEST	321		AirlineLogin	1589924616732	1589924616738	OK	 
REQUEST	74		ClientLogged	1589924616747	1589924616752	OK	 
REQUEST	74		ClientLogged Redirect 1	1589924616753	1589924616760	OK	 
USER	Airlines	322	START	1589924616827	1589924616827
REQUEST	322		AirlineLogin	1589924616828	1589924616833	OK	 
USER	Clients	330	START	1589924616917	1589924616917
REQUEST	330		ClientLogin	1589924616917	1589924616921	OK	 
USER	Airlines	323	START	1589924616927	1589924616927
REQUEST	323		AirlineLogin	1589924616928	1589924616931	OK	 
REQUEST	75		ClientLogged	1589924616938	1589924616943	OK	 
REQUEST	75		ClientLogged Redirect 1	1589924616943	1589924616947	OK	 
USER	Airlines	324	START	1589924617035	1589924617035
REQUEST	324		AirlineLogin	1589924617036	1589924617045	OK	 
USER	Clients	331	START	1589924617122	1589924617122
REQUEST	331		ClientLogin	1589924617123	1589924617128	OK	 
USER	Airlines	325	START	1589924617133	1589924617133
REQUEST	325		AirlineLogin	1589924617134	1589924617140	OK	 
REQUEST	76		ClientLogged	1589924617139	1589924617144	OK	 
REQUEST	76		ClientLogged Redirect 1	1589924617144	1589924617148	OK	 
USER	Airlines	326	START	1589924617233	1589924617233
REQUEST	326		AirlineLogin	1589924617233	1589924617237	OK	 
USER	Clients	332	START	1589924617322	1589924617322
REQUEST	332		ClientLogin	1589924617322	1589924617326	OK	 
USER	Airlines	327	START	1589924617332	1589924617332
REQUEST	327		AirlineLogin	1589924617333	1589924617341	OK	 
REQUEST	77		ClientLogged	1589924617343	1589924617349	OK	 
REQUEST	77		ClientLogged Redirect 1	1589924617349	1589924617357	OK	 
USER	Airlines	333	START	1589924617412	1589924617412
REQUEST	333		AirlineLogin	1589924617413	1589924617424	OK	 
USER	Airlines	334	START	1589924617507	1589924617507
USER	Clients	343	START	1589924617507	1589924617507
REQUEST	334		AirlineLogin	1589924617508	1589924617516	OK	 
REQUEST	343		ClientLogin	1589924617508	1589924617516	OK	 
REQUEST	88		ClientLogged	1589924617550	1589924617555	OK	 
REQUEST	88		ClientLogged Redirect 1	1589924617556	1589924617559	OK	 
USER	Airlines	335	START	1589924617607	1589924617607
REQUEST	335		AirlineLogin	1589924617608	1589924617614	OK	 
USER	Airlines	336	START	1589924617707	1589924617707
USER	Clients	344	START	1589924617707	1589924617707
REQUEST	344		ClientLogin	1589924617708	1589924617712	OK	 
REQUEST	336		AirlineLogin	1589924617708	1589924617714	OK	 
REQUEST	89		ClientLogged	1589924617741	1589924617749	OK	 
REQUEST	89		ClientLogged Redirect 1	1589924617751	1589924617765	OK	 
USER	Airlines	337	START	1589924617811	1589924617811
REQUEST	337		AirlineLogin	1589924617811	1589924617818	OK	 
USER	Clients	345	START	1589924617911	1589924617911
USER	Airlines	338	START	1589924617911	1589924617911
REQUEST	345		ClientLogin	1589924617912	1589924617920	OK	 
REQUEST	338		AirlineLogin	1589924617914	1589924617921	OK	 
REQUEST	90		ClientLogged	1589924617938	1589924617942	OK	 
REQUEST	90		ClientLogged Redirect 1	1589924617943	1589924617947	OK	 
USER	Airlines	339	START	1589924618007	1589924618007
REQUEST	339		AirlineLogin	1589924618008	1589924618011	OK	 
USER	Airlines	340	START	1589924618108	1589924618108
USER	Clients	346	START	1589924618110	1589924618110
REQUEST	340		AirlineLogin	1589924618110	1589924618121	OK	 
REQUEST	346		ClientLogin	1589924618116	1589924618127	OK	 
REQUEST	91		ClientLogged	1589924618138	1589924618143	OK	 
REQUEST	91		ClientLogged Redirect 1	1589924618143	1589924618148	OK	 
USER	Airlines	341	START	1589924618207	1589924618207
REQUEST	341		AirlineLogin	1589924618208	1589924618212	OK	 
USER	Clients	347	START	1589924618307	1589924618307
USER	Airlines	342	START	1589924618307	1589924618307
REQUEST	342		AirlineLogin	1589924618309	1589924618320	OK	 
REQUEST	347		ClientLogin	1589924618309	1589924618323	OK	 
REQUEST	92		ClientLogged	1589924618339	1589924618345	OK	 
REQUEST	92		ClientLogged Redirect 1	1589924618345	1589924618351	OK	 
USER	Airlines	348	START	1589924618428	1589924618428
REQUEST	348		AirlineLogin	1589924618428	1589924618432	OK	 
USER	Clients	358	START	1589924618517	1589924618517
REQUEST	358		ClientLogin	1589924618518	1589924618522	OK	 
USER	Airlines	349	START	1589924618528	1589924618528
REQUEST	349		AirlineLogin	1589924618528	1589924618533	OK	 
REQUEST	103		ClientLogged	1589924618539	1589924618543	OK	 
REQUEST	103		ClientLogged Redirect 1	1589924618544	1589924618548	OK	 
USER	Airlines	350	START	1589924618629	1589924618629
REQUEST	350		AirlineLogin	1589924618629	1589924618633	OK	 
USER	Clients	359	START	1589924618717	1589924618717
REQUEST	359		ClientLogin	1589924618718	1589924618726	OK	 
USER	Airlines	351	START	1589924618728	1589924618728
REQUEST	351		AirlineLogin	1589924618728	1589924618734	OK	 
REQUEST	104		ClientLogged	1589924618739	1589924618744	OK	 
REQUEST	104		ClientLogged Redirect 1	1589924618744	1589924618749	OK	 
USER	Airlines	352	START	1589924618831	1589924618831
REQUEST	352		AirlineLogin	1589924618831	1589924618835	OK	 
USER	Clients	360	START	1589924618921	1589924618921
REQUEST	360		ClientLogin	1589924618921	1589924618926	OK	 
USER	Airlines	353	START	1589924618932	1589924618932
REQUEST	353		AirlineLogin	1589924618934	1589924618942	OK	 
REQUEST	105		ClientLogged	1589924618938	1589924618946	OK	 
REQUEST	105		ClientLogged Redirect 1	1589924618947	1589924618951	OK	 
USER	Airlines	354	START	1589924619027	1589924619027
REQUEST	354		AirlineLogin	1589924619027	1589924619034	OK	 
USER	Clients	361	START	1589924619123	1589924619123
USER	Airlines	355	START	1589924619127	1589924619127
REQUEST	361		ClientLogin	1589924619123	1589924619129	OK	 
REQUEST	355		AirlineLogin	1589924619128	1589924619135	OK	 
REQUEST	106		ClientLogged	1589924619148	1589924619153	OK	 
REQUEST	106		ClientLogged Redirect 1	1589924619154	1589924619159	OK	 
USER	Airlines	356	START	1589924619231	1589924619231
REQUEST	356		AirlineLogin	1589924619231	1589924619235	OK	 
USER	Clients	362	START	1589924619321	1589924619321
REQUEST	362		ClientLogin	1589924619321	1589924619325	OK	 
USER	Airlines	357	START	1589924619332	1589924619332
REQUEST	357		AirlineLogin	1589924619334	1589924619342	OK	 
