ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	acmevolar.performance.AerolineaRegistraVueloCSV	aerolinearegistravuelocsv	1590713590111	 	3.3.1
USER	AirlineRegistraVuelo	345	START	1590713661104	1590713661104
REQUEST	345		Home	1590713661105	1590713661109	OK	 
REQUEST	315		Login	1590713661125	1590713661129	OK	 
REQUEST	220		AirlineLogged	1590713661125	1590713661133	OK	 
REQUEST	160		FlightList	1590713661125	1590713661136	OK	 
REQUEST	220		AirlineLogged Redirect 1	1590713661133	1590713661139	OK	 
REQUEST	120		FlightCreationForm	1590713661157	1590713661225	OK	 
USER	AirlineRegistraVuelo	346	START	1590713661302	1590713661302
REQUEST	346		Home	1590713661303	1590713661307	OK	 
REQUEST	316		Login	1590713661324	1590713661327	OK	 
REQUEST	221		AirlineLogged	1590713661324	1590713661329	OK	 
REQUEST	221		AirlineLogged Redirect 1	1590713661329	1590713661332	OK	 
REQUEST	161		FlightList	1590713661355	1590713661360	OK	 
REQUEST	121		FlightCreationForm	1590713661344	1590713661410	OK	 
USER	AirlineRegistraVuelo	347	START	1590713661503	1590713661503
REQUEST	347		Home	1590713661504	1590713661508	OK	 
REQUEST	317		Login	1590713661525	1590713661528	OK	 
REQUEST	222		AirlineLogged	1590713661536	1590713661541	OK	 
REQUEST	162		FlightList	1590713661536	1590713661544	OK	 
REQUEST	222		AirlineLogged Redirect 1	1590713661541	1590713661548	OK	 
REQUEST	122		FlightCreationForm	1590713661557	1590713661634	OK	 
USER	AirlineRegistraVuelo	348	START	1590713661706	1590713661706
REQUEST	348		Home	1590713661706	1590713661711	OK	 
REQUEST	318		Login	1590713661727	1590713661729	OK	 
REQUEST	223		AirlineLogged	1590713661738	1590713661743	OK	 
REQUEST	223		AirlineLogged Redirect 1	1590713661743	1590713661750	OK	 
REQUEST	163		FlightList	1590713661738	1590713661753	OK	 
REQUEST	123		FlightCreationForm	1590713661743	1590713661815	OK	 
USER	AirlineRegistraVuelo	349	START	1590713661902	1590713661902
REQUEST	349		Home	1590713661903	1590713661908	OK	 
REQUEST	319		Login	1590713661924	1590713661927	OK	 
REQUEST	224		AirlineLogged	1590713661924	1590713661929	OK	 
REQUEST	224		AirlineLogged Redirect 1	1590713661930	1590713661933	OK	 
REQUEST	164		FlightList	1590713661935	1590713661940	OK	 
REQUEST	124		FlightCreationForm	1590713661956	1590713662030	OK	 
USER	AirlineRegistraVuelo	350	START	1590713662103	1590713662103
REQUEST	350		Home	1590713662104	1590713662108	OK	 
REQUEST	320		Login	1590713662124	1590713662127	OK	 
REQUEST	225		AirlineLogged	1590713662135	1590713662139	OK	 
REQUEST	165		FlightList	1590713662135	1590713662142	OK	 
REQUEST	225		AirlineLogged Redirect 1	1590713662140	1590713662144	OK	 
REQUEST	125		FlightCreationForm	1590713662145	1590713662217	OK	 
USER	AirlineRegistraVuelo	351	START	1590713662303	1590713662303
REQUEST	351		Home	1590713662304	1590713662323	OK	 
REQUEST	321		Login	1590713662324	1590713662327	OK	 
REQUEST	226		AirlineLogged	1590713662336	1590713662340	OK	 
REQUEST	226		AirlineLogged Redirect 1	1590713662340	1590713662343	OK	 
REQUEST	166		FlightList	1590713662347	1590713662355	OK	 
REQUEST	126		FlightCreationForm	1590713662393	1590713662466	OK	 
USER	AirlineRegistraVuelo	352	START	1590713662506	1590713662506
REQUEST	352		Home	1590713662506	1590713662511	OK	 
REQUEST	322		Login	1590713662528	1590713662531	OK	 
REQUEST	227		AirlineLogged	1590713662528	1590713662532	OK	 
REQUEST	227		AirlineLogged Redirect 1	1590713662533	1590713662537	OK	 
REQUEST	167		FlightList	1590713662533	1590713662543	OK	 
REQUEST	127		FlightCreationForm	1590713662533	1590713662600	OK	 
USER	AirlineRegistraVuelo	353	START	1590713662702	1590713662702
REQUEST	353		Home	1590713662703	1590713662707	OK	 
REQUEST	323		Login	1590713662724	1590713662727	OK	 
REQUEST	228		AirlineLogged	1590713662724	1590713662729	OK	 
REQUEST	228		AirlineLogged Redirect 1	1590713662729	1590713662732	OK	 
REQUEST	168		FlightList	1590713662735	1590713662740	OK	 
REQUEST	128		FlightCreationForm	1590713662746	1590713662808	OK	 
USER	AirlineRegistraVuelo	354	START	1590713662904	1590713662904
REQUEST	354		Home	1590713662904	1590713662909	OK	 
REQUEST	324		Login	1590713662926	1590713662929	OK	 
REQUEST	229		AirlineLogged	1590713662926	1590713662931	OK	 
REQUEST	229		AirlineLogged Redirect 1	1590713662931	1590713662934	OK	 
REQUEST	169		FlightList	1590713662948	1590713662955	OK	 
REQUEST	129		FlightCreationForm	1590713662937	1590713663009	OK	 
USER	AirlineRegistraVuelo	355	START	1590713663105	1590713663105
REQUEST	355		Home	1590713663105	1590713663110	OK	 
REQUEST	230		AirlineLogged	1590713663127	1590713663132	OK	 
REQUEST	230		AirlineLogged Redirect 1	1590713663132	1590713663135	OK	 
REQUEST	325		Login	1590713663138	1590713663142	OK	 
REQUEST	170		FlightList	1590713663138	1590713663147	OK	 
REQUEST	130		FlightCreationForm	1590713663138	1590713663211	OK	 
USER	AirlineRegistraVuelo	356	START	1590713663307	1590713663307
REQUEST	356		Home	1590713663308	1590713663313	OK	 
REQUEST	326		Login	1590713663323	1590713663326	OK	 
REQUEST	231		AirlineLogged	1590713663323	1590713663327	OK	 
REQUEST	231		AirlineLogged Redirect 1	1590713663328	1590713663331	OK	 
REQUEST	171		FlightList	1590713663344	1590713663350	OK	 
REQUEST	131		FlightCreationForm	1590713663334	1590713663399	OK	 
USER	AirlineRegistraVuelo	357	START	1590713663503	1590713663503
REQUEST	357		Home	1590713663504	1590713663508	OK	 
REQUEST	232		AirlineLogged	1590713663525	1590713663530	OK	 
REQUEST	172		FlightList	1590713663525	1590713663533	OK	 
REQUEST	232		AirlineLogged Redirect 1	1590713663530	1590713663534	OK	 
REQUEST	327		Login	1590713663536	1590713663539	OK	 
REQUEST	132		FlightCreationForm	1590713663547	1590713663620	OK	 
USER	AirlineRegistraVuelo	358	START	1590713663707	1590713663707
REQUEST	358		Home	1590713663707	1590713663712	OK	 
REQUEST	328		Login	1590713663718	1590713663720	OK	 
REQUEST	233		AirlineLogged	1590713663723	1590713663727	OK	 
REQUEST	173		FlightList	1590713663723	1590713663730	OK	 
REQUEST	233		AirlineLogged Redirect 1	1590713663727	1590713663731	OK	 
REQUEST	133		FlightCreationForm	1590713663743	1590713663807	OK	 
USER	AirlineRegistraVuelo	359	START	1590713663905	1590713663905
REQUEST	359		Home	1590713663905	1590713663909	OK	 
REQUEST	329		Login	1590713663916	1590713663918	OK	 
REQUEST	234		AirlineLogged	1590713663937	1590713663942	OK	 
REQUEST	174		FlightList	1590713663937	1590713663945	OK	 
REQUEST	234		AirlineLogged Redirect 1	1590713663942	1590713663946	OK	 
REQUEST	134		FlightCreationForm	1590713663948	1590713664017	OK	 
USER	AirlineRegistraVuelo	360	START	1590713664103	1590713664103
REQUEST	360		Home	1590713664104	1590713664109	OK	 
REQUEST	330		Login	1590713664124	1590713664127	OK	 
REQUEST	175		FlightList	1590713664124	1590713664130	OK	 
REQUEST	235		AirlineLogged	1590713664135	1590713664139	OK	 
REQUEST	235		AirlineLogged Redirect 1	1590713664139	1590713664142	OK	 
REQUEST	135		FlightCreationForm	1590713664145	1590713664210	OK	 
USER	AirlineRegistraVuelo	361	START	1590713664306	1590713664306
REQUEST	361		Home	1590713664306	1590713664311	OK	 
REQUEST	331		Login	1590713664327	1590713664332	OK	 
REQUEST	236		AirlineLogged	1590713664328	1590713664333	OK	 
REQUEST	176		FlightList	1590713664327	1590713664337	OK	 
REQUEST	236		AirlineLogged Redirect 1	1590713664334	1590713664338	OK	 
REQUEST	136		FlightCreationForm	1590713664343	1590713664412	OK	 
USER	AirlineRegistraVuelo	362	START	1590713664502	1590713664502
REQUEST	362		Home	1590713664503	1590713664507	OK	 
REQUEST	332		Login	1590713664523	1590713664526	OK	 
REQUEST	237		AirlineLogged	1590713664534	1590713664540	OK	 
REQUEST	177		FlightList	1590713664534	1590713664544	OK	 
REQUEST	237		AirlineLogged Redirect 1	1590713664540	1590713664545	OK	 
REQUEST	137		FlightCreationForm	1590713664545	1590713664616	OK	 
USER	AirlineRegistraVuelo	363	START	1590713664704	1590713664704
REQUEST	363		Home	1590713664704	1590713664709	OK	 
REQUEST	333		Login	1590713664726	1590713664728	OK	 
REQUEST	238		AirlineLogged	1590713664737	1590713664741	OK	 
REQUEST	178		FlightList	1590713664737	1590713664744	OK	 
REQUEST	238		AirlineLogged Redirect 1	1590713664742	1590713664747	OK	 
REQUEST	138		FlightCreationForm	1590713664747	1590713664828	OK	 
USER	AirlineRegistraVuelo	364	START	1590713664907	1590713664907
REQUEST	364		Home	1590713664908	1590713664912	OK	 
REQUEST	334		Login	1590713664923	1590713664925	OK	 
REQUEST	239		AirlineLogged	1590713664933	1590713664937	OK	 
REQUEST	179		FlightList	1590713664933	1590713664940	OK	 
REQUEST	239		AirlineLogged Redirect 1	1590713664937	1590713664941	OK	 
REQUEST	139		FlightCreationForm	1590713664943	1590713665005	OK	 
USER	AirlineRegistraVuelo	365	START	1590713665107	1590713665107
REQUEST	365		Home	1590713665108	1590713665112	OK	 
REQUEST	335		Login	1590713665123	1590713665125	OK	 
REQUEST	240		AirlineLogged	1590713665133	1590713665137	OK	 
REQUEST	240		AirlineLogged Redirect 1	1590713665137	1590713665140	OK	 
REQUEST	180		FlightList	1590713665143	1590713665150	OK	 
REQUEST	140		FlightCreationForm	1590713665143	1590713665209	OK	 
USER	AirlineRegistraVuelo	366	START	1590713665303	1590713665303
REQUEST	366		Home	1590713665303	1590713665308	OK	 
REQUEST	336		Login	1590713665314	1590713665316	OK	 
REQUEST	241		AirlineLogged	1590713665325	1590713665329	OK	 
REQUEST	241		AirlineLogged Redirect 1	1590713665330	1590713665333	OK	 
REQUEST	181		FlightList	1590713665357	1590713665364	OK	 
REQUEST	141		FlightCreationForm	1590713665346	1590713665418	OK	 
USER	AirlineRegistraVuelo	367	START	1590713665504	1590713665504
REQUEST	367		Home	1590713665504	1590713665509	OK	 
REQUEST	337		Login	1590713665515	1590713665517	OK	 
REQUEST	242		AirlineLogged	1590713665525	1590713665529	OK	 
REQUEST	242		AirlineLogged Redirect 1	1590713665530	1590713665533	OK	 
REQUEST	182		FlightList	1590713665536	1590713665541	OK	 
REQUEST	142		FlightCreationForm	1590713665558	1590713665631	OK	 
USER	AirlineRegistraVuelo	368	START	1590713665707	1590713665707
REQUEST	368		Home	1590713665707	1590713665719	OK	 
REQUEST	338		Login	1590713665717	1590713665720	OK	 
REQUEST	243		AirlineLogged	1590713665733	1590713665736	OK	 
REQUEST	183		FlightList	1590713665733	1590713665739	OK	 
REQUEST	243		AirlineLogged Redirect 1	1590713665737	1590713665741	OK	 
REQUEST	143		FlightCreationForm	1590713665742	1590713665815	OK	 
USER	AirlineRegistraVuelo	369	START	1590713665902	1590713665902
REQUEST	369		Home	1590713665903	1590713665907	OK	 
REQUEST	339		Login	1590713665913	1590713665915	OK	 
REQUEST	244		AirlineLogged	1590713665934	1590713665938	OK	 
REQUEST	184		FlightList	1590713665934	1590713665940	OK	 
REQUEST	244		AirlineLogged Redirect 1	1590713665938	1590713665942	OK	 
REQUEST	144		FlightCreationForm	1590713665955	1590713666022	OK	 
USER	AirlineRegistraVuelo	370	START	1590713666104	1590713666104
REQUEST	370		Home	1590713666104	1590713666109	OK	 
REQUEST	340		Login	1590713666115	1590713666118	OK	 
REQUEST	245		AirlineLogged	1590713666126	1590713666130	OK	 
REQUEST	245		AirlineLogged Redirect 1	1590713666131	1590713666134	OK	 
REQUEST	185		FlightList	1590713666137	1590713666142	OK	 
REQUEST	145		FlightCreationForm	1590713666153	1590713666225	OK	 
USER	AirlineRegistraVuelo	371	START	1590713666302	1590713666302
REQUEST	371		Home	1590713666303	1590713666307	OK	 
REQUEST	341		Login	1590713666313	1590713666315	OK	 
REQUEST	246		AirlineLogged	1590713666334	1590713666338	OK	 
REQUEST	186		FlightList	1590713666334	1590713666341	OK	 
REQUEST	246		AirlineLogged Redirect 1	1590713666338	1590713666342	OK	 
REQUEST	146		FlightCreationForm	1590713666344	1590713666412	OK	 
USER	AirlineRegistraVuelo	372	START	1590713666503	1590713666503
REQUEST	372		Home	1590713666504	1590713666508	OK	 
REQUEST	342		Login	1590713666526	1590713666528	OK	 
REQUEST	247		AirlineLogged	1590713666526	1590713666530	OK	 
REQUEST	247		AirlineLogged Redirect 1	1590713666530	1590713666534	OK	 
REQUEST	187		FlightList	1590713666537	1590713666547	OK	 
REQUEST	147		FlightCreationForm	1590713666537	1590713666602	OK	 
USER	AirlineRegistraVuelo	373	START	1590713666704	1590713666704
REQUEST	373		Home	1590713666705	1590713666709	OK	 
REQUEST	343		Login	1590713666726	1590713666729	OK	 
REQUEST	248		AirlineLogged	1590713666748	1590713666754	OK	 
REQUEST	188		FlightList	1590713666748	1590713666758	OK	 
REQUEST	248		AirlineLogged Redirect 1	1590713666754	1590713666759	OK	 
REQUEST	148		FlightCreationForm	1590713666737	1590713666808	OK	 
USER	AirlineRegistraVuelo	374	START	1590713666902	1590713666902
REQUEST	374		Home	1590713666903	1590713666908	OK	 
REQUEST	344		Login	1590713666924	1590713666926	OK	 
REQUEST	249		AirlineLogged	1590713666924	1590713666928	OK	 
REQUEST	249		AirlineLogged Redirect 1	1590713666928	1590713666931	OK	 
REQUEST	189		FlightList	1590713666935	1590713666941	OK	 
REQUEST	149		FlightCreationForm	1590713666935	1590713667040	OK	 
USER	AirlineRegistraVuelo	375	START	1590713667107	1590713667107
REQUEST	375		Home	1590713667108	1590713667112	OK	 
REQUEST	345		Login	1590713667123	1590713667125	OK	 
REQUEST	250		AirlineLogged	1590713667123	1590713667127	OK	 
REQUEST	250		AirlineLogged Redirect 1	1590713667127	1590713667131	OK	 
REQUEST	190		FlightList	1590713667132	1590713667140	OK	 
REQUEST	150		FlightCreationForm	1590713667132	1590713667196	OK	 
USER	AirlineRegistraVuelo	376	START	1590713667306	1590713667306
REQUEST	376		Home	1590713667306	1590713667310	OK	 
REQUEST	346		Login	1590713667326	1590713667329	OK	 
REQUEST	251		AirlineLogged	1590713667327	1590713667331	OK	 
REQUEST	251		AirlineLogged Redirect 1	1590713667331	1590713667335	OK	 
REQUEST	191		FlightList	1590713667347	1590713667355	OK	 
REQUEST	151		FlightCreationForm	1590713667337	1590713667407	OK	 
USER	AirlineRegistraVuelo	377	START	1590713667504	1590713667504
REQUEST	377		Home	1590713667504	1590713667508	OK	 
REQUEST	347		Login	1590713667526	1590713667529	OK	 
REQUEST	192		FlightList	1590713667526	1590713667532	OK	 
REQUEST	252		AirlineLogged	1590713667537	1590713667541	OK	 
REQUEST	252		AirlineLogged Redirect 1	1590713667541	1590713667545	OK	 
REQUEST	152		FlightCreationForm	1590713667548	1590713667619	OK	 
USER	AirlineRegistraVuelo	378	START	1590713667704	1590713667704
REQUEST	378		Home	1590713667704	1590713667709	OK	 
REQUEST	348		Login	1590713667726	1590713667729	OK	 
REQUEST	193		FlightList	1590713667726	1590713667732	OK	 
REQUEST	253		AirlineLogged	1590713667737	1590713667742	OK	 
REQUEST	253		AirlineLogged Redirect 1	1590713667742	1590713667745	OK	 
REQUEST	153		FlightCreationForm	1590713667748	1590713667811	OK	 
USER	AirlineRegistraVuelo	379	START	1590713667905	1590713667905
REQUEST	379		Home	1590713667906	1590713667910	OK	 
REQUEST	349		Login	1590713667926	1590713667929	OK	 
REQUEST	194		FlightList	1590713667926	1590713667932	OK	 
REQUEST	254		AirlineLogged	1590713667937	1590713667943	OK	 
REQUEST	254		AirlineLogged Redirect 1	1590713667943	1590713667948	OK	 
REQUEST	154		FlightCreationForm	1590713667948	1590713668032	OK	 
USER	AirlineRegistraVuelo	380	START	1590713668104	1590713668104
REQUEST	380		Home	1590713668104	1590713668109	OK	 
REQUEST	350		Login	1590713668125	1590713668128	OK	 
REQUEST	255		AirlineLogged	1590713668125	1590713668130	OK	 
REQUEST	255		AirlineLogged Redirect 1	1590713668130	1590713668134	OK	 
REQUEST	195		FlightList	1590713668136	1590713668141	OK	 
REQUEST	155		FlightCreationForm	1590713668147	1590713668212	OK	 
USER	AirlineRegistraVuelo	381	START	1590713668306	1590713668306
REQUEST	381		Home	1590713668306	1590713668310	OK	 
REQUEST	196		FlightList	1590713668327	1590713668332	OK	 
REQUEST	351		Login	1590713668337	1590713668340	OK	 
REQUEST	256		AirlineLogged	1590713668337	1590713668342	OK	 
REQUEST	256		AirlineLogged Redirect 1	1590713668342	1590713668345	OK	 
REQUEST	156		FlightCreationForm	1590713668348	1590713668409	OK	 
USER	AirlineRegistraVuelo	382	START	1590713668502	1590713668502
REQUEST	382		Home	1590713668503	1590713668509	OK	 
REQUEST	352		Login	1590713668524	1590713668526	OK	 
REQUEST	257		AirlineLogged	1590713668535	1590713668539	OK	 
REQUEST	257		AirlineLogged Redirect 1	1590713668539	1590713668543	OK	 
REQUEST	197		FlightList	1590713668546	1590713668552	OK	 
REQUEST	157		FlightCreationForm	1590713668546	1590713668616	OK	 
USER	AirlineRegistraVuelo	383	START	1590713668704	1590713668704
REQUEST	383		Home	1590713668704	1590713668711	OK	 
REQUEST	353		Login	1590713668726	1590713668728	OK	 
REQUEST	258		AirlineLogged	1590713668737	1590713668741	OK	 
REQUEST	258		AirlineLogged Redirect 1	1590713668742	1590713668745	OK	 
REQUEST	198		FlightList	1590713668747	1590713668755	OK	 
REQUEST	158		FlightCreationForm	1590713668747	1590713668819	OK	 
USER	AirlineRegistraVuelo	384	START	1590713668904	1590713668904
REQUEST	384		Home	1590713668904	1590713668909	OK	 
REQUEST	354		Login	1590713668925	1590713668927	OK	 
REQUEST	259		AirlineLogged	1590713668936	1590713668940	OK	 
REQUEST	259		AirlineLogged Redirect 1	1590713668941	1590713668944	OK	 
REQUEST	199		FlightList	1590713668958	1590713668964	OK	 
REQUEST	159		FlightCreationForm	1590713668947	1590713669020	OK	 
USER	AirlineRegistraVuelo	385	START	1590713669106	1590713669106
REQUEST	385		Home	1590713669107	1590713669111	OK	 
REQUEST	355		Login	1590713669128	1590713669131	OK	 
REQUEST	260		AirlineLogged	1590713669128	1590713669134	OK	 
REQUEST	260		AirlineLogged Redirect 1	1590713669134	1590713669138	OK	 
REQUEST	200		FlightList	1590713669143	1590713669148	OK	 
REQUEST	160		FlightCreationForm	1590713669153	1590713669226	OK	 
USER	AirlineRegistraVuelo	386	START	1590713669302	1590713669302
REQUEST	386		Home	1590713669303	1590713669307	OK	 
REQUEST	356		Login	1590713669334	1590713669338	OK	 
REQUEST	261		AirlineLogged	1590713669334	1590713669339	OK	 
REQUEST	201		FlightList	1590713669334	1590713669343	OK	 
REQUEST	261		AirlineLogged Redirect 1	1590713669339	1590713669343	OK	 
REQUEST	161		FlightCreationForm	1590713669355	1590713669422	OK	 
USER	AirlineRegistraVuelo	387	START	1590713669502	1590713669502
REQUEST	387		Home	1590713669503	1590713669507	OK	 
REQUEST	357		Login	1590713669523	1590713669526	OK	 
REQUEST	202		FlightList	1590713669523	1590713669530	OK	 
REQUEST	262		AirlineLogged	1590713669534	1590713669538	OK	 
REQUEST	262		AirlineLogged Redirect 1	1590713669538	1590713669542	OK	 
REQUEST	162		FlightCreationForm	1590713669545	1590713669615	OK	 
USER	AirlineRegistraVuelo	388	START	1590713669708	1590713669708
REQUEST	388		Home	1590713669708	1590713669715	OK	 
REQUEST	358		Login	1590713669722	1590713669725	OK	 
REQUEST	203		FlightList	1590713669722	1590713669728	OK	 
REQUEST	263		AirlineLogged	1590713669734	1590713669738	OK	 
