ASSERTION	AAEDAAEBAwAAAAAAAEB/QA==
ASSERTION	AAEDAAECAwAAAAAAAEB/QA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	simulations.AerolineaCreaAvionCSV	aerolineacreaavioncsv	1590711334090	 	3.3.1
REQUEST	205		AirlineLogged	1590711382508	1590711382513	OK	 
REQUEST	205		AirlineLogged Redirect 1	1590711382513	1590711382517	OK	 
USER	Airlines	456	START	1590711382586	1590711382586
REQUEST	456		AirlineLogin	1590711382586	1590711382590	OK	 
REQUEST	206		AirlineLogged	1590711382608	1590711382612	OK	 
REQUEST	206		AirlineLogged Redirect 1	1590711382613	1590711382616	OK	 
USER	Airlines	457	START	1590711382686	1590711382686
REQUEST	457		AirlineLogin	1590711382686	1590711382690	OK	 
REQUEST	207		AirlineLogged	1590711382708	1590711382712	OK	 
REQUEST	207		AirlineLogged Redirect 1	1590711382712	1590711382716	OK	 
USER	Airlines	458	START	1590711382787	1590711382787
REQUEST	458		AirlineLogin	1590711382788	1590711382792	OK	 
REQUEST	208		AirlineLogged	1590711382808	1590711382812	OK	 
REQUEST	208		AirlineLogged Redirect 1	1590711382812	1590711382817	OK	 
USER	Airlines	459	START	1590711382885	1590711382885
REQUEST	459		AirlineLogin	1590711382886	1590711382889	OK	 
REQUEST	209		AirlineLogged	1590711382906	1590711382911	OK	 
REQUEST	209		AirlineLogged Redirect 1	1590711382911	1590711382915	OK	 
USER	Airlines	460	START	1590711382986	1590711382986
REQUEST	460		AirlineLogin	1590711382986	1590711382990	OK	 
REQUEST	210		AirlineLogged	1590711383008	1590711383013	OK	 
REQUEST	210		AirlineLogged Redirect 1	1590711383013	1590711383016	OK	 
USER	Airlines	461	START	1590711383085	1590711383085
REQUEST	461		AirlineLogin	1590711383086	1590711383090	OK	 
REQUEST	211		AirlineLogged	1590711383107	1590711383112	OK	 
REQUEST	211		AirlineLogged Redirect 1	1590711383112	1590711383116	OK	 
USER	Airlines	462	START	1590711383185	1590711383185
REQUEST	462		AirlineLogin	1590711383186	1590711383189	OK	 
REQUEST	212		AirlineLogged	1590711383197	1590711383201	OK	 
REQUEST	212		AirlineLogged Redirect 1	1590711383201	1590711383205	OK	 
USER	Airlines	463	START	1590711383285	1590711383285
REQUEST	463		AirlineLogin	1590711383286	1590711383289	OK	 
REQUEST	213		AirlineLogged	1590711383317	1590711383321	OK	 
REQUEST	213		AirlineLogged Redirect 1	1590711383322	1590711383325	OK	 
USER	Airlines	464	START	1590711383391	1590711383391
REQUEST	464		AirlineLogin	1590711383392	1590711383396	OK	 
REQUEST	214		AirlineLogged	1590711383406	1590711383411	OK	 
REQUEST	214		AirlineLogged Redirect 1	1590711383411	1590711383415	OK	 
USER	Airlines	465	START	1590711383486	1590711383486
REQUEST	465		AirlineLogin	1590711383486	1590711383490	OK	 
REQUEST	215		AirlineLogged	1590711383508	1590711383512	OK	 
REQUEST	215		AirlineLogged Redirect 1	1590711383512	1590711383516	OK	 
USER	Airlines	466	START	1590711383587	1590711383587
REQUEST	466		AirlineLogin	1590711383587	1590711383591	OK	 
REQUEST	216		AirlineLogged	1590711383609	1590711383613	OK	 
REQUEST	216		AirlineLogged Redirect 1	1590711383614	1590711383618	OK	 
USER	Airlines	467	START	1590711383686	1590711383686
REQUEST	467		AirlineLogin	1590711383686	1590711383690	OK	 
REQUEST	217		AirlineLogged	1590711383708	1590711383712	OK	 
REQUEST	217		AirlineLogged Redirect 1	1590711383713	1590711383716	OK	 
USER	Airlines	468	START	1590711383785	1590711383785
REQUEST	468		AirlineLogin	1590711383786	1590711383790	OK	 
REQUEST	218		AirlineLogged	1590711383796	1590711383800	OK	 
REQUEST	218		AirlineLogged Redirect 1	1590711383801	1590711383804	OK	 
USER	Airlines	469	START	1590711383887	1590711383887
REQUEST	469		AirlineLogin	1590711383887	1590711383891	OK	 
REQUEST	219		AirlineLogged	1590711383909	1590711383913	OK	 
REQUEST	219		AirlineLogged Redirect 1	1590711383914	1590711383917	OK	 
USER	Airlines	470	START	1590711383987	1590711383987
REQUEST	470		AirlineLogin	1590711383987	1590711383991	OK	 
REQUEST	220		AirlineLogged	1590711384008	1590711384013	OK	 
REQUEST	220		AirlineLogged Redirect 1	1590711384013	1590711384017	OK	 
USER	Airlines	471	START	1590711384086	1590711384086
REQUEST	471		AirlineLogin	1590711384086	1590711384090	OK	 
REQUEST	221		AirlineLogged	1590711384108	1590711384112	OK	 
REQUEST	221		AirlineLogged Redirect 1	1590711384112	1590711384116	OK	 
USER	Airlines	472	START	1590711384187	1590711384187
REQUEST	472		AirlineLogin	1590711384188	1590711384191	OK	 
REQUEST	222		AirlineLogged	1590711384210	1590711384214	OK	 
REQUEST	222		AirlineLogged Redirect 1	1590711384214	1590711384218	OK	 
USER	Airlines	473	START	1590711384288	1590711384288
REQUEST	473		AirlineLogin	1590711384288	1590711384292	OK	 
REQUEST	223		AirlineLogged	1590711384310	1590711384314	OK	 
REQUEST	223		AirlineLogged Redirect 1	1590711384315	1590711384318	OK	 
USER	Airlines	474	START	1590711384388	1590711384388
REQUEST	474		AirlineLogin	1590711384388	1590711384392	OK	 
REQUEST	224		AirlineLogged	1590711384410	1590711384415	OK	 
REQUEST	224		AirlineLogged Redirect 1	1590711384415	1590711384419	OK	 
USER	Airlines	475	START	1590711384488	1590711384488
REQUEST	475		AirlineLogin	1590711384489	1590711384492	OK	 
REQUEST	225		AirlineLogged	1590711384511	1590711384515	OK	 
REQUEST	225		AirlineLogged Redirect 1	1590711384515	1590711384519	OK	 
USER	Airlines	476	START	1590711384589	1590711384589
REQUEST	476		AirlineLogin	1590711384590	1590711384593	OK	 
REQUEST	226		AirlineLogged	1590711384611	1590711384616	OK	 
REQUEST	226		AirlineLogged Redirect 1	1590711384616	1590711384620	OK	 
USER	Airlines	477	START	1590711384689	1590711384689
REQUEST	477		AirlineLogin	1590711384689	1590711384693	OK	 
REQUEST	227		AirlineLogged	1590711384711	1590711384715	OK	 
REQUEST	227		AirlineLogged Redirect 1	1590711384715	1590711384719	OK	 
USER	Airlines	478	START	1590711384789	1590711384789
REQUEST	478		AirlineLogin	1590711384789	1590711384794	OK	 
REQUEST	228		AirlineLogged	1590711384826	1590711384830	OK	 
REQUEST	228		AirlineLogged Redirect 1	1590711384830	1590711384834	OK	 
USER	Airlines	479	START	1590711384890	1590711384890
REQUEST	479		AirlineLogin	1590711384890	1590711384894	OK	 
REQUEST	229		AirlineLogged	1590711384906	1590711384910	OK	 
REQUEST	229		AirlineLogged Redirect 1	1590711384910	1590711384914	OK	 
USER	Airlines	480	START	1590711384989	1590711384989
REQUEST	480		AirlineLogin	1590711384989	1590711384993	OK	 
REQUEST	230		AirlineLogged	1590711385011	1590711385015	OK	 
REQUEST	230		AirlineLogged Redirect 1	1590711385015	1590711385019	OK	 
USER	Airlines	481	START	1590711385090	1590711385090
REQUEST	481		AirlineLogin	1590711385090	1590711385094	OK	 
REQUEST	231		AirlineLogged	1590711385106	1590711385110	OK	 
REQUEST	231		AirlineLogged Redirect 1	1590711385110	1590711385114	OK	 
USER	Airlines	482	START	1590711385188	1590711385188
REQUEST	482		AirlineLogin	1590711385189	1590711385192	OK	 
REQUEST	232		AirlineLogged	1590711385210	1590711385215	OK	 
REQUEST	232		AirlineLogged Redirect 1	1590711385215	1590711385219	OK	 
USER	Airlines	483	START	1590711385288	1590711385288
REQUEST	483		AirlineLogin	1590711385289	1590711385292	OK	 
REQUEST	233		AirlineLogged	1590711385311	1590711385315	OK	 
REQUEST	233		AirlineLogged Redirect 1	1590711385315	1590711385319	OK	 
USER	Airlines	484	START	1590711385389	1590711385389
REQUEST	484		AirlineLogin	1590711385389	1590711385392	OK	 
REQUEST	234		AirlineLogged	1590711385411	1590711385415	OK	 
REQUEST	234		AirlineLogged Redirect 1	1590711385416	1590711385419	OK	 
USER	Airlines	485	START	1590711385489	1590711385489
REQUEST	485		AirlineLogin	1590711385489	1590711385493	OK	 
REQUEST	235		AirlineLogged	1590711385510	1590711385515	OK	 
REQUEST	235		AirlineLogged Redirect 1	1590711385515	1590711385519	OK	 
USER	Airlines	486	START	1590711385590	1590711385590
REQUEST	486		AirlineLogin	1590711385590	1590711385594	OK	 
REQUEST	236		AirlineLogged	1590711385611	1590711385616	OK	 
REQUEST	236		AirlineLogged Redirect 1	1590711385616	1590711385619	OK	 
USER	Airlines	487	START	1590711385689	1590711385689
REQUEST	487		AirlineLogin	1590711385689	1590711385693	OK	 
REQUEST	237		AirlineLogged	1590711385711	1590711385715	OK	 
REQUEST	237		AirlineLogged Redirect 1	1590711385715	1590711385719	OK	 
USER	Airlines	488	START	1590711385790	1590711385790
REQUEST	488		AirlineLogin	1590711385790	1590711385794	OK	 
REQUEST	238		AirlineLogged	1590711385811	1590711385815	OK	 
REQUEST	238		AirlineLogged Redirect 1	1590711385816	1590711385819	OK	 
USER	Airlines	489	START	1590711385890	1590711385890
REQUEST	489		AirlineLogin	1590711385890	1590711385894	OK	 
REQUEST	239		AirlineLogged	1590711385906	1590711385910	OK	 
REQUEST	239		AirlineLogged Redirect 1	1590711385910	1590711385914	OK	 
USER	Airlines	490	START	1590711385990	1590711385990
REQUEST	490		AirlineLogin	1590711385990	1590711385994	OK	 
REQUEST	240		AirlineLogged	1590711386006	1590711386010	OK	 
REQUEST	240		AirlineLogged Redirect 1	1590711386011	1590711386014	OK	 
USER	Airlines	491	START	1590711386085	1590711386085
REQUEST	491		AirlineLogin	1590711386086	1590711386089	OK	 
REQUEST	241		AirlineLogged	1590711386108	1590711386112	OK	 
REQUEST	241		AirlineLogged Redirect 1	1590711386112	1590711386116	OK	 
USER	Airlines	492	START	1590711386186	1590711386186
REQUEST	492		AirlineLogin	1590711386187	1590711386190	OK	 
REQUEST	242		AirlineLogged	1590711386209	1590711386213	OK	 
REQUEST	242		AirlineLogged Redirect 1	1590711386213	1590711386217	OK	 
USER	Airlines	493	START	1590711386288	1590711386288
REQUEST	493		AirlineLogin	1590711386288	1590711386291	OK	 
REQUEST	243		AirlineLogged	1590711386299	1590711386303	OK	 
REQUEST	243		AirlineLogged Redirect 1	1590711386304	1590711386307	OK	 
USER	Airlines	494	START	1590711386388	1590711386388
REQUEST	494		AirlineLogin	1590711386388	1590711386392	OK	 
REQUEST	244		AirlineLogged	1590711386399	1590711386404	OK	 
REQUEST	244		AirlineLogged Redirect 1	1590711386404	1590711386414	OK	 
USER	Airlines	495	START	1590711386488	1590711386488
REQUEST	495		AirlineLogin	1590711386488	1590711386492	OK	 
REQUEST	245		AirlineLogged	1590711386510	1590711386514	OK	 
REQUEST	245		AirlineLogged Redirect 1	1590711386515	1590711386518	OK	 
USER	Airlines	496	START	1590711386588	1590711386588
REQUEST	496		AirlineLogin	1590711386588	1590711386592	OK	 
REQUEST	246		AirlineLogged	1590711386610	1590711386614	OK	 
REQUEST	246		AirlineLogged Redirect 1	1590711386615	1590711386618	OK	 
USER	Airlines	497	START	1590711386688	1590711386688
REQUEST	497		AirlineLogin	1590711386688	1590711386692	OK	 
REQUEST	247		AirlineLogged	1590711386709	1590711386714	OK	 
REQUEST	247		AirlineLogged Redirect 1	1590711386714	1590711386718	OK	 
USER	Airlines	498	START	1590711386789	1590711386789
REQUEST	498		AirlineLogin	1590711386789	1590711386793	OK	 
REQUEST	248		AirlineLogged	1590711386831	1590711386836	OK	 
REQUEST	248		AirlineLogged Redirect 1	1590711386836	1590711386840	OK	 
USER	Airlines	499	START	1590711386889	1590711386889
REQUEST	499		AirlineLogin	1590711386889	1590711386893	OK	 
REQUEST	249		AirlineLogged	1590711386911	1590711386915	OK	 
REQUEST	249		AirlineLogged Redirect 1	1590711386915	1590711386919	OK	 
USER	Airlines	500	START	1590711386990	1590711386990
REQUEST	500		AirlineLogin	1590711386990	1590711386994	OK	 
REQUEST	250		AirlineLogged	1590711387016	1590711387020	OK	 
REQUEST	250		AirlineLogged Redirect 1	1590711387021	1590711387024	OK	 
USER	Airlines	501	START	1590711387089	1590711387089
REQUEST	501		AirlineLogin	1590711387089	1590711387093	OK	 
REQUEST	251		AirlineLogged	1590711387099	1590711387104	OK	 
REQUEST	251		AirlineLogged Redirect 1	1590711387104	1590711387107	OK	 
USER	Airlines	502	START	1590711387188	1590711387188
REQUEST	502		AirlineLogin	1590711387188	1590711387191	OK	 
REQUEST	252		AirlineLogged	1590711387199	1590711387203	OK	 
REQUEST	252		AirlineLogged Redirect 1	1590711387204	1590711387207	OK	 
USER	Airlines	503	START	1590711387288	1590711387288
REQUEST	503		AirlineLogin	1590711387288	1590711387292	OK	 
REQUEST	253		AirlineLogged	1590711387299	1590711387304	OK	 
REQUEST	253		AirlineLogged Redirect 1	1590711387304	1590711387307	OK	 
USER	Airlines	504	START	1590711387389	1590711387389
REQUEST	504		AirlineLogin	1590711387389	1590711387392	OK	 
REQUEST	254		AirlineLogged	1590711387400	1590711387405	OK	 
REQUEST	254		AirlineLogged Redirect 1	1590711387405	1590711387410	OK	 
USER	Airlines	505	START	1590711387490	1590711387490
REQUEST	505		AirlineLogin	1590711387491	1590711387494	OK	 
REQUEST	255		AirlineLogged	1590711387502	1590711387506	OK	 
REQUEST	255		AirlineLogged Redirect 1	1590711387506	1590711387510	OK	 
USER	Airlines	506	START	1590711387589	1590711387589
REQUEST	506		AirlineLogin	1590711387590	1590711387593	OK	 
REQUEST	256		AirlineLogged	1590711387601	1590711387605	OK	 
REQUEST	256		AirlineLogged Redirect 1	1590711387606	1590711387611	OK	 
USER	Airlines	507	START	1590711387691	1590711387691
REQUEST	507		AirlineLogin	1590711387691	1590711387696	OK	 
REQUEST	257		AirlineLogged	1590711387696	1590711387700	OK	 
REQUEST	257		AirlineLogged Redirect 1	1590711387701	1590711387704	OK	 
USER	Airlines	508	START	1590711387787	1590711387787
REQUEST	508		AirlineLogin	1590711387787	1590711387791	OK	 
REQUEST	258		AirlineLogged	1590711387799	1590711387803	OK	 
REQUEST	258		AirlineLogged Redirect 1	1590711387803	1590711387808	OK	 
USER	Airlines	509	START	1590711387890	1590711387890
REQUEST	509		AirlineLogin	1590711387890	1590711387894	OK	 
REQUEST	259		AirlineLogged	1590711387901	1590711387906	OK	 
REQUEST	259		AirlineLogged Redirect 1	1590711387906	1590711387910	OK	 
USER	Airlines	510	START	1590711387985	1590711387985
REQUEST	510		AirlineLogin	1590711387986	1590711387990	OK	 
REQUEST	260		AirlineLogged	1590711387996	1590711388000	OK	 
REQUEST	260		AirlineLogged Redirect 1	1590711388000	1590711388004	OK	 
USER	Airlines	511	START	1590711388085	1590711388085
REQUEST	511		AirlineLogin	1590711388086	1590711388092	OK	 
REQUEST	261		AirlineLogged	1590711388097	1590711388101	OK	 
REQUEST	261		AirlineLogged Redirect 1	1590711388101	1590711388105	OK	 
USER	Airlines	512	START	1590711388186	1590711388186
REQUEST	512		AirlineLogin	1590711388187	1590711388191	OK	 
REQUEST	262		AirlineLogged	1590711388197	1590711388202	OK	 
REQUEST	262		AirlineLogged Redirect 1	1590711388202	1590711388206	OK	 
USER	Airlines	513	START	1590711388287	1590711388287
REQUEST	513		AirlineLogin	1590711388287	1590711388291	OK	 
REQUEST	263		AirlineLogged	1590711388298	1590711388303	OK	 
REQUEST	263		AirlineLogged Redirect 1	1590711388303	1590711388306	OK	 
USER	Airlines	514	START	1590711388386	1590711388386
REQUEST	514		AirlineLogin	1590711388387	1590711388391	OK	 
REQUEST	264		AirlineLogged	1590711388387	1590711388392	OK	 
REQUEST	264		AirlineLogged Redirect 1	1590711388392	1590711388396	OK	 
USER	Airlines	515	START	1590711388486	1590711388486
REQUEST	515		AirlineLogin	1590711388486	1590711388491	OK	 
REQUEST	265		AirlineLogged	1590711388486	1590711388492	OK	 
REQUEST	265		AirlineLogged Redirect 1	1590711388492	1590711388496	OK	 
USER	Airlines	516	START	1590711388586	1590711388586
REQUEST	516		AirlineLogin	1590711388587	1590711388591	OK	 
REQUEST	266		AirlineLogged	1590711388587	1590711388592	OK	 
REQUEST	266		AirlineLogged Redirect 1	1590711388592	1590711388596	OK	 
USER	Airlines	517	START	1590711388687	1590711388687
REQUEST	517		AirlineLogin	1590711388687	1590711388692	OK	 
REQUEST	267		AirlineLogged	1590711388687	1590711388692	OK	 
REQUEST	267		AirlineLogged Redirect 1	1590711388693	1590711388696	OK	 
REQUEST	268		AirlineLogged	1590711388776	1590711388780	OK	 
REQUEST	268		AirlineLogged Redirect 1	1590711388781	1590711388784	OK	 
USER	Airlines	518	START	1590711388786	1590711388786
REQUEST	518		AirlineLogin	1590711388787	1590711388791	OK	 
USER	Airlines	519	START	1590711388887	1590711388887
REQUEST	519		AirlineLogin	1590711388888	1590711388927	OK	 
REQUEST	269		AirlineLogged	1590711388887	1590711388927	OK	 
REQUEST	269		AirlineLogged Redirect 1	1590711388928	1590711388931	OK	 
USER	Airlines	520	START	1590711388985	1590711388985
REQUEST	520		AirlineLogin	1590711388986	1590711388990	OK	 
REQUEST	270		AirlineLogged	1590711388986	1590711388990	OK	 
REQUEST	270		AirlineLogged Redirect 1	1590711388991	1590711388994	OK	 
USER	Airlines	521	START	1590711389086	1590711389086
REQUEST	271		AirlineLogged	1590711389086	1590711389092	OK	 
REQUEST	521		AirlineLogin	1590711389086	1590711389092	OK	 
REQUEST	271		AirlineLogged Redirect 1	1590711389092	1590711389097	OK	 
USER	Airlines	522	START	1590711389175	1590711389175
REQUEST	522		AirlineLogin	1590711389176	1590711389179	OK	 
REQUEST	272		AirlineLogged	1590711389209	1590711389213	OK	 
REQUEST	272		AirlineLogged Redirect 1	1590711389213	1590711389217	OK	 
USER	Airlines	523	START	1590711389276	1590711389276
REQUEST	523		AirlineLogin	1590711389276	1590711389280	OK	 
REQUEST	273		AirlineLogged	1590711389308	1590711389313	OK	 
REQUEST	273		AirlineLogged Redirect 1	1590711389313	1590711389316	OK	 
USER	Airlines	524	START	1590711389376	1590711389376
REQUEST	524		AirlineLogin	1590711389377	1590711389380	OK	 
REQUEST	274		AirlineLogged	1590711389408	1590711389413	OK	 
REQUEST	274		AirlineLogged Redirect 1	1590711389413	1590711389417	OK	 
USER	Airlines	525	START	1590711389476	1590711389476
REQUEST	525		AirlineLogin	1590711389476	1590711389480	OK	 
REQUEST	275		AirlineLogged	1590711389508	1590711389513	OK	 
REQUEST	275		AirlineLogged Redirect 1	1590711389513	1590711389517	OK	 
USER	Airlines	526	START	1590711389576	1590711389576
REQUEST	526		AirlineLogin	1590711389577	1590711389580	OK	 
REQUEST	276		AirlineLogged	1590711389610	1590711389614	OK	 
REQUEST	276		AirlineLogged Redirect 1	1590711389614	1590711389618	OK	 
USER	Airlines	527	START	1590711389677	1590711389677
REQUEST	527		AirlineLogin	1590711389678	1590711389681	OK	 
REQUEST	277		AirlineLogged	1590711389710	1590711389715	OK	 
REQUEST	277		AirlineLogged Redirect 1	1590711389715	1590711389719	OK	 
USER	Airlines	528	START	1590711389779	1590711389779
REQUEST	528		AirlineLogin	1590711389779	1590711389783	OK	 
REQUEST	278		AirlineLogged	1590711389811	1590711389815	OK	 
REQUEST	278		AirlineLogged Redirect 1	1590711389816	1590711389820	OK	 
USER	Airlines	529	START	1590711389879	1590711389879
REQUEST	529		AirlineLogin	1590711389879	1590711389883	OK	 
REQUEST	279		AirlineLogged	1590711389900	1590711389905	OK	 
REQUEST	279		AirlineLogged Redirect 1	1590711389905	1590711389909	OK	 
USER	Airlines	530	START	1590711389979	1590711389979
REQUEST	530		AirlineLogin	1590711389979	1590711389983	OK	 
REQUEST	280		AirlineLogged	1590711390011	1590711390015	OK	 
REQUEST	280		AirlineLogged Redirect 1	1590711390015	1590711390019	OK	 
USER	Airlines	531	START	1590711390079	1590711390079
